id	label	hovertext	author	x	y	type	relevance	size	year	umap1d
33629012	How to articulate work against busin	How to articulate work against business objectives	hiven	15.169697	-0.36692548	story	3.0	7.0	1668626647	-16.27131
33979103	"""They’re hard, but sold as something"	"""They’re hard, but sold as something that everyone should do, so everyone does them poorly, and most people don’t see any value as a result.""OKRs are inane management fad. OKRs are ""hard"" because Objectives are vague and Key Results are vague leading to vague definitions of success and arbitrary flag planting.Any management concept that is simultaneously so hard that no one does it right, but yet everyone is doing it is proof in point how valueless it truly is. Of course, when compensation, bonuses, and kudos are tied to OKR, people will keep doing them, as hard or as vague as they might be.""Good OKRs tell a story about what is important, they help you inspire people to think about why they are working on what they’re working on, and I think they carry a bit of energy that comes from seein"	rexreed	15.1730175	-0.36745065	comment	3.0	10.0	1670983232	-16.270504
18003088	> If you happen to be the hapless pe	"> If you happen to be the hapless person who is innocently trying to make the company successful and who is not paying attention to where the money ""should"" flow, it can be quite painful for you.It can be a painful, frustrating, degrading, and ultimately extremely valuable lesson.It's especially difficult if you're naive because everyone around you is talking about metrics and OKRs, you agree on OKRs with people, and everyone seems to be working toward their OKRs. Everything seems so objective! It takes quite a bit of experience to internalize that (a) metrics have a lot of momentum and lag, (b) shit changes too fast anyway, (c) managers will move teams/groups way before the goals materialize, and (d) by the time they've moved nobody will remember what happened two quarters ago.So while ev"	coffeemug	15.152791	-0.3619041	comment	3.0	27.0	1537156530	-16.267303
17093278	I am using OKRs with a small team, a	"I am using OKRs with a small team, and the results are being very good. Basically it´s a very clear communication tool. When used correctly, the team simply knows the measurable things company expect of them.OKR´s helps on ""Mastery"", one of the three pillars of the book ""Drive: The Surprising Truth about What Motivates Us"".This book, ""Measure What Matters"", is my next reading. Thank you HN."	edpichler	15.170665	-0.36831105	comment	3.0	11.0	1526577534	-16.269474
17093416	Too often, OKRs seem to be tied to q	Too often, OKRs seem to be tied to quarterly or bi-annual peer reviews. I find that cadence limiting -- especially in a fast-paced or small team.  A compelling alternative is SMART goals, which force you to be concrete about the OKR goals:  https://en.wikipedia.org/wiki/SMART_criteriaSMART is an acronym: Specific, Measurable, Assignable, Realistic, and Time-Bound.  You can adjust the timing to be a bi-weekly sprint, monthly, etc.YMMV.	beambot	15.168642	-0.36687222	comment	3.0	11.0	1526578337	-16.27165
13418907	How Google sets goals: OKRs	How Google sets goals: OKRs	tmlee	15.169053	-0.36838543	story	3.0	31.0	1484671240	-16.268484
39271579	> I think the biggest problem with O	"> I think the biggest problem with OKR's laser focus on measurement, though, is that not everything should be measured, even if you can!That reminds me of a quote on overemphasizing quantitative data:> But when the McNamara discipline is applied too literally, the first step is to measure whatever can be easily measured. The second step is to disregard that which can't easily be measured or given a quantitative value. The third step is to presume that what can't be measured easily really isn't important. The fo[u]rth step is to say that what can't be easily measured really doesn't exist. This is suicide.> It is a short, fatal step from the statement, ""There are many intangibles and imponderables that we can't put on our computers,"" to the statement, ""Let's measure what we can and forget ab"	Terr_	15.173298	-0.36724794	comment	3.0	17.0	1707202773	-16.270697
39271603	OKRs are bullshit because they rot t	"OKRs are bullshit because they rot the entire willpower-based culture of an organization and replace it with a mindless metric-optimizing machine. People should be judged by their ability to do a good job at their jobs, not by their ability to hit stupid metrics at the expense of everything else.As far as I can tell being ""data-driven"" is completely toxic to long-term organizational health."	ajkjk	15.168432	-0.36812383	comment	3.0	17.0	1707203048	-16.26942
39271827	The first time my company decided to	The first time my company decided to implement OKR's I told my manager that I'm already motivated by my own standards, and using OKR's as a carrot on a stick that I know it's deliberately and exclusively out of range is absurd.He was staring at me as if they invented penicillin and I was too dumb to appreciate it.	Arisaka1	15.171997	-0.36816597	comment	3.0	13.0	1707204923	-16.273977
39271995	Imagine that you are an executive ma	"Imagine that you are an executive managing an org with 3000 people in 4-5 levels of hierarchy. That's common in large companies.You get to ""talk"" to the enire team perhaps a once a quarter, in some town-hall event where most people aren't really listening, and maybe send a mass email every now and then, which no-one reads. You get to talk to your immediate management team more often, and they talk to their reports, and so on, but of course whatever message you've had is greatly diluted, sometimes comically so, like in a game of telephone.People are not robots, their understanding and communication is very ... creative. And context-dependent. And self-motivated. So that's not effective. Most people need to engage with the message you have - your priorities, changes in direction, specific go"	intellectronica	15.173798	-0.36715704	comment	3.0	12.0	1707206304	-16.268812
