id	x	y	type	relevance	size	year	umap1d	hovertext	url	author
33139106	5.962288	-0.6817617	comment	3.0	19.5	1665304126	-9.637393	The problem is not that the equality behavior is wrong, it’s that I would expect “utcnow()” to return a timestamp with a UTC timezone. The problem is that it does not, it has no timezone at all, and t...		stingraycharles
33139138	5.991204	-0.66682696	comment	3.0	10.5	1665304658	-9.642783	In a very globalised world, where your developers can be working in a multitude of countries, I've found that the only sane thing to do is a) run all your boxes with a TZ of Zulu and b) the only date ...		EdwardDiego
33343948	6.0293517	-0.6710322	comment	3.0	13.0	1666793392	5.1510262	I'm still of the opinion that handling leap seconds by ignoring them is a dumb idea.Unix time should be a steady heartbeat counting up the number of seconds since midnight, January 1 1970. Nice, clean...		a_shovel
26665934	5.9820757	-0.60659015	comment	3.0	13.5	1617310742	-9.562729	Should we go ahead and make a SSCT (solar system coordinated time) as well?That way I don't have to constantly be converting lunar timestamps, mars timestamps, etc. back to UTC (or the coordinated tim...		umvi
26666269	5.962243	-0.5853763	comment	3.0	11.5	1617312358	-9.587376	Same here, this is so far the best one yet. Far better than VW's shitty attempt.Though, it dawned on me, Mars could have real time zones. Not the stupid political mess we have today. Perfect, logical ...		Fern_Blossom
26707077	6.030798	-0.7189585	comment	3.0	10.5	1617673550	4.7055626	But which very likely store less information than an ISO timestamp does. (The integers stored are usually POSIX timestamps.) So, you might have to store, e.g., timezone information elsewhere. (And tha...		deathanatos
37629432	6.0250254	-0.27723458	comment	3.0	11.5	1695520320	6.9387617	For an article this pedantic they still miss several details. “If we measured the day starting and ending when the sun’s center breached the horizon, we’d be fine; day and night would be equally parse...		Retric
37706589	5.949686	-0.69341075	comment	3.0	14.5	1696005015	-9.667828	"One serious way in which the location of your Postgres cluster might matter is the timestamp vs timestamptz (""timestamp with time zone"") thing, where timestamptz is counterintuitively almost always wh..."		hot_gril
37708337	6.053938	-0.6353173	story	3.0	4.0	1696012241	5.513821	Show HN: Stable Diffusion Clock	https://www.leebutterman.com/2023/09/29/stable-diffusion-clock.html	lsb
37764899	5.9358907	-0.6234275	comment	3.0	12.0	1696426352	-9.640399	"> 2:20 p.m. ETAmused at ""ET"".I guess they didn't want to confuse people with EDT (which we're currently 'in') and EST ('winter time', which will be 'entered' on November 5)."		throw0101b
37764990	5.9475083	-0.6364444	comment	3.0	10.5	1696426702	-9.635885	This is the standard way to refer to the eastern US time zone, exactly to reduce the confusion you mention		cypherpunks01
37776029	6.0346236	-0.65015155	comment	3.0	16.0	1696493366	5.4671855	> These are the people behind leap seconds.So they are my enemies		ReactiveJelly
37853106	5.924218	-0.602822	comment	3.0	14.0	1697080448	-9.687328	How I'm reading this - the argument is: we need timezones because, above all, we all want time to be fairly inline with daylight hours everywhere or at least some approximation of a 9-5 workday?Eh, maybe. I'm not convinced.		garrickvanburen
37853576	5.9676957	-0.6025454	comment	3.0	15.5	1697086382	-9.575736	You could call this lots of things, but you shouldn’t call it “metric” because its second is not a metric second. In the SI (metric) system, the second is one of the fundamental units. The world does ...		SulphurCrested
37835013	6.0189047	-0.6748609	story	3.0	31.0	1696959363	-8.332887	Microsecond Accurate Network Time Protocol Server with Raspberry Pi and PPS GPS	https://austinsnerdythings.com/2021/04/19/microsecond-accurate-ntp-with-a-raspberry-pi-and-pps-gps/	thunderbong
14758859	6.0726357	-0.7093007	comment	3.0	11.0	1499922300	4.5418406	I am irrationally excited about this.I suspect it's because now I'll be able to quickly glance at timestamps, say in the logs or in data records, and estimate the time better without having to use a script to translate it.		rdtsc
12555175	6.055447	-0.711139	comment	3.0	14.0	1474530048	5.079474	"Maybe it's time ?btime I meanUnder Linux    $ stat `which stat`
      File: '/usr/bin/stat'
      Size: 80944           Blocks: 160        IO Block: 4096   regular file
    Device: fd01h/64769d    Ino..."		wener
12675701	6.026394	-0.6600373	comment	3.0	24.0	1476086023	5.4346027	Leap seconds are a big enough problem that stock markets shut down for them.[1]  Google starts advancing their clocks hours in advance of a leap second.  Power companies take about four hours to catch...		Animats
12773551	6.0166306	-0.74018246	comment	3.0	11.5	1477230711	-10.135134	"That alone is hard.I’ve got a version of Chrome here that, if you query with .value from JS the value of a datetime-local field, returns you a String in ""MM/DD YYYY"" format. Despite the user’s locale ..."		kuschku
35321898	5.9405794	-0.6365469	story	3.0	19.0	1679881355	-9.665164	Lebanon has two timezones, after disputes over DST taking effect	https://news.sky.com/story/lebanon-daylight-savings-dispute-country-wakes-up-in-two-different-time-zones-12842849	finniananderson
35434353	5.951547	-0.6528289	comment	3.0	15.0	1680576489	-9.606997	Lot of confusion here. UTC is a time standard, not a particular time zone. An instant written down in, say, the Pacific Standard Time Zone can be a UTC-scaled time.An example of non-UTC time is TAI, w...		spenczar5
22439727	6.0360928	-0.7009725	comment	3.0	10.5	1582852627	-8.295876	It's a fun fact that on cloud VMs (AWS, etc) vDSO gettime doesn't exist, so if you rely on vDSO to make time measurement free, it's not.		thedance
22446902	6.0570383	-0.6974518	comment	3.0	11.5	1582928033	4.680318	Date & Time need to be baked into the operating system so it only has to be gotten right once, and then every programming system benefits.		WalterBright
22453309	6.079797	-0.73075426	comment	3.0	10.5	1583012529	4.3314004	It's not only about writing your own library though. For example, it's often not reading the documentation properly.In Python, if you take a datetime, and call .replace(year=X) on a datetime for Feb29, it'll throw a ValueError.		ehsankia
22490665	5.929287	-0.5847795	comment	3.0	17.5	1583378450	-9.626939	Good reasons, for sure.  And engineers want to stop changing clocks twice a year for other good reasons.  And many laypeople want to stop changing clocks twice a year because it's bothersome and tires...		bhauer
