id	label	hovertext	author	x	y	type	relevance	size	year	umap1d
37732472	TypeScript Monorepo with NPM Workspa	TypeScript Monorepo with NPM Workspaces	skwee357	8.63726	8.979509	story	3.0	21.0	1696206130	13.833057
37868984	It only works in monorepos, what abo	It only works in monorepos, what about distributed repositories/services then?	madduci	8.630828	8.987393	comment	3.0	10.0	1697192700	13.844787
14974197	As I understand, Daniel Vetter is pr	"As I understand, Daniel Vetter is proposing a ""monotree"" as a source code control pattern where a monorepo (and its branches) is not the primary place where development is done, but is rather where works are integrated from subordinate repositories.  In particular, he's asking for GitHub to support coordination (issues and pull requests) spanning upstream repositories that are indicated by a particular change request.I was hoping to see discussion of the merits of this proposal here on HN... not a regurgitation of Torvalds' positions and personal demeanor. What other projects  use a monotree? does it work well? How do those projects coordinate changes across subordinate repositories?"	clarkevans	8.631477	8.990181	comment	3.0	26.0	1502316667	13.840441
15455875	I understand the theory behind Monor	I understand the theory behind Monorepo but it always just rubs me the wrong way.	donatj	8.632977	8.990571	comment	3.0	11.0	1507786249	13.844276
15461659	Both Google and Facebook are also de	Both Google and Facebook are also dealing with such large repos that they've needed to start either customizing or building their own SCM's. MS started the GitVFS project to do a similar thing to suit their needs.Most people aren't at that scale, but IMO, many benefits people get from monorepos you also get by using GitHub/Gitlab with master projects mapping in git repos via sub-modules.Anyway, it really sucks to work on extremely large monorepos when you don't have access to the same resources as Google and Facebook. For this reason I'm personally always hesitant to recommend monorepos as the be-all-end-all.	bluejekyll	8.631935	8.989459	comment	3.0	14.0	1507845788	13.84979
15725352	If that's the reason, that's a great	If that's the reason, that's a great use-case for it. I am looking at it from a green fields perspective, and it seems more profitable to start with my company's codebase split up into packages from the outset, and focus on building tooling to handle package dependency version management instead of building tools to handle monorepos. The existence of large companies using monorepos creates some cargo cult pressure on those trying to make a decision which path to take, and so I think it's important to discuss what is really the goal to determine the best fit for my own use-case.	philipov	8.631771	8.991002	comment	3.0	12.0	1510947791	13.847371
15728748	PM for Git at Microsoft here.  We ex	PM for Git at Microsoft here.  We explored splitting it up.  It's a 300GB repository and it's been a monorepo for the last 20 years.  Splitting it up logically would take a lot of time (to put it mildly) and development would stall while we did it.  And once we did, we would have 100 3.5GB repositories?  3500 100MB repositories?  Neither of these are particularly appealing and getting changes checked in atomically across multiple repositories is insanely challenging.  There's no doubt that we would need to build tooling to make this work for us.  (We did actually explore this direction, but ultimately decided that it would be too much work for too poor an experience.)Instead, we decided to - as you put it - change Git to fit our needs.	ethomson	8.63052	8.983292	comment	3.0	14.0	1511008612	13.805607
15741787	Repo style wars: mono vs. multi	Repo style wars: mono vs. multi	zeveb	8.632363	8.989352	story	3.0	30.0	1511201059	13.844598
15753001	This is absolutely awesome. I barely	"This is absolutely awesome. I barely use Git myself - my use cases have pretty much been https://xkcd.com/1597/ - but the two main features I have needed to use are --depth=1 (to download just recent files) and ""just fetch this one file from this one directory"".--depth=1 occasionally breaks repos because of the way Git works. I THINK (don't cite!) that Git stores submodule information in the master repo's history. So when I do a depth=1 clone with something that has submodules, I literally don't receive the metadata about the submodule information. But now the local history I do have is borked, and the only way to really fix it is to rm -rf the destination and start again.But it's typically directories with submodules that also have massive histories. Like ffmpeg, for example. Yay.--Git do"	exikyut	8.616456	9.005126	comment	3.0	10.0	1511309655	-12.007469
38010868	In a monorepo situation, can you res	In a monorepo situation, can you restrict read access for certain branches/directories, or is it just writes e.g. push/merge. I was under the impression that isn't really possible given how git works but I thought I'd still ask, just in case.	nsteel	8.631359	8.989772	comment	3.0	12.0	1698225561	13.843586
