id	x	y	type	relevance	size	year	umap1d	hovertext	url	author
33089387	13.766001	5.1282496	comment	3.0	11.0	1664930396	-11.517316	Do you also carry an N95? A Tyvek suit would also help.		currenciessfe
33112378	13.454154	5.5068364	comment	3.0	12.5	1665082306	5.2077923	There is also zero reason to assume he was vaccinated while traveling through multiple foreign countries.The vaccination status questions appear, because the theories about this being caused by covid ...		watwut
33385025	13.708483	5.1719584	comment	3.0	12.5	1667058297	-11.525482	And here we go, again.> Your evidence for masks working is ... movies?Not evidence. Graphical demonstration of common sense behavior by other humans that can be mimicked, because if someone is operati...		mindslight
26505018	13.577731	5.206346	comment	3.0	15.0	1616087737	-11.536715	I think the biggest win will be disinfecting shopping cart handles. A few years before, I even have posts about it, how it didn't make sense that these where not disinfected during Flu season. I thoug...		dukeofdoom
26525243	13.660607	5.19133	comment	3.0	15.0	1616266854	-11.506866	Erring on the side of caution was always an option. Advising people to wear masks early on instead of insisting that hand washing is the only thing necessary could have helped. Also encouraging exerci...		ironmagma
26525394	13.714813	5.173295	comment	3.0	11.5	1616267998	-11.53096	We have plenty of science, hundreds if not thousands of years’ of scientific evidence, that solid objects stop particles. A mask in front of the face when there is an unknown disease is simply common ...		ironmagma
26531832	13.698558	5.1350646	comment	3.0	16.0	1616345833	4.8686185	This is good news.  Now maybe Fauci should rethink his idea that people need to wear their masks for another year even after getting vaccinated.  One of his reasons was because of worry about the variants.		ta8645
26576702	13.675385	5.129697	comment	3.0	11.0	1616647796	-11.566178	"The state of the ""news"" media is truly sad to behold.  They lie, sensationalize and have become political activists for one side or the other.  I do not believe the rights they are afforded in the US ..."		robomartin
26648132	13.742594	5.135954	comment	3.0	18.0	1617202659	-11.518428	We had similar drama with masks distributed in Belgium. They contain nanoparticles of silver. The government gave an official recommendation to stop wearing them.Original report: https://www.brusselst...		scrollaway
26647693	13.754183	5.1355467	comment	3.0	17.5	1617200554	-11.523895	If the photo is accurate, I can't imagine anyone seriously using those masks !If I got a box of masks that looked like it was previously worn by a chimney-sweep, I would either return them to the seller or dispose of them.  They look filthy !		traceroute66
26709621	13.676527	5.175554	comment	3.0	16.0	1617699285	-11.471007	Are those actual, real concerns or just post-rationalizations and coverups for depleted stockpiles which would lead to panic buying? There are many years of prior practice to mask-wearing in many asia...		the8472
26726674	13.59792	5.138669	comment	3.0	11.0	1617810710	-4.29026	One anecdote I heard is that Sweden got better compliance by asking people nicely to distance & mask than the US got by forcing people to distance & mask.		bryanlarsen
26754708	13.740143	5.145991	comment	3.0	11.0	1617995219	-11.490251	Besides cleaning, another example is strict enforcement of outdoor mask laws. In Poland, the health minister has been criticized by scientists (often the same ones concerned about COVID) for requiring...		Mediterraneo10
26755294	13.603521	5.192966	comment	3.0	14.0	1617998145	-11.523503	About number 3, it was a blatant lie to keep the PPE for medical workers. I understand the rationale there, but I don't think it's worth treating people like children and lying to them - even if it te...		eloff
26756191	13.7393875	5.1446686	comment	3.0	11.0	1618002438	-11.52718	They may have deliberately chosen a simple, easily understood, and easily enforced rule.  Simplicity is a virtue in public communication.  Creating a norm of masks-in-public does the job.Otherwise, yo...		michael1999
26756727	13.692446	5.19411	comment	3.0	17.5	1618005612	-11.517798	A condom is the perfect example.A condom is typically used once and has pores small enough to block designated particles.This is how medical masks in a medical establishment is used.Cloth masks at a c...		nickthemagicman
26768039	13.675206	5.191253	comment	3.0	13.5	1618123653	-11.531584	> ...wearing masks which have become semi-religious in their belief even though there isn’t really any actual solid RCT evidenceMy favorite example of how it's become semi-religious is people wearing ...		worker767424
26780559	13.715885	5.15014	comment	3.0	13.5	1618241770	-11.537963	"Want to know why people are anti-mask? Because they saw this coming the second we crossed the ""15 days to stop the spread"" line."		blacktriangle
26795915	13.687383	5.177279	comment	3.0	14.0	1618335104	-11.509368	"Spot on. This is why at the beginning, I was the weirdo yelling at everyone ""put a damn mask on, the CDC only is saying what they're saying about avoiding masks because of baseless claims of lack of m..."		vokep
26767509	13.67157	5.1787367	story	3.0	20.0	1618115994	-11.520547	Fauci ‘not sure’ why Texas doesn’t have Covid uptick after nixing masks	https://nypost.com/2021/04/10/fauci-not-sure-why-texas-doesnt-have-covid-uptick-after-nixing-masks/	heshiebee
37728886	13.673722	5.20349	comment	3.0	11.0	1696184839	-11.625484	Great to see statistical thinking. There have been a lot of Covid shouting matches because people are trying to reduce things to binary. Masks don’t work! Actually, they work as advertised- only 95% e...		gregwebs
37788873	13.703174	5.153898	comment	3.0	14.0	1696587118	-11.513961	Even last December there weren't any regulations in Germany that would have prevented the congress.It was a weird time last December: After the cancellation of the congress was announced, there was a ...		skrause
37790123	13.739571	5.1488705	comment	3.0	12.5	1696596766	-11.50153	"""if worn properly, no discomfort whatsoever""Teach me. I'm at an event right now (not CCC obviously) and wearing a mask for some hours and it's killing, making me look for any opportunity to get outsid..."		Aachen
12598978	13.719494	5.453132	comment	3.0	12.0	1475079880	-12.694034	http://www.cnn.com/2011/HEALTH/01/05/autism.vaccines/It was a paper written written that tried to claim that vaccines were behind the rise in Autism.The paper was later redacted and the author admitte...		jameskilton
27557594	13.633855	5.362512	comment	3.0	11.0	1624074735	-11.525911	It is in good faith. But the burden of proof lies on the argument that the vaccine won’t work for this. Not the other way around.In the US, in theory, it’s supposed to be “innocent until proven guilty...		whb07
27557341	13.684336	5.231552	comment	3.0	12.5	1624071460	-11.5241785	I'll assume your line of reasoning is in good faith and answer it as such.To OP's point, leading research actually has answers to the questions you're asking and backs up your friend's behavior. The f...		LostJourneyman
27618019	13.635442	5.19923	comment	3.0	11.0	1624544880	-11.537269	We know that Covid-19 is mainly spread through the air. Common sense would predict that wearing a face mask would reduce the spreading. This article contains some factual data to support this.		aliasEli
35185077	13.740044	5.1453676	comment	3.0	11.0	1678987230	-11.540541	> This is the event that still required everyone to wear a mask late 2022 only after Twitch was guilted into it.Oh no, they bowed to people whose livelihoods depend on staying healthy and realized that masks actually do help when everyone wears them.		jedberg
35212153	13.497258	5.2749577	story	3.0	8.0	1679166732	-11.54286	What Worked Against Covid: Masks, Closures and Vaccines	https://www.wsj.com/articles/what-worked-against-covid-masks-closures-and-vaccines-aff2bafc	actually_a_dog
