id	label	hovertext	author	x	y	type	relevance	size	year	umap1d
37755290	Can someone with familiarity with Ba	Can someone with familiarity with Bazel give any clues how to build? `bazel build` does something, but I end up with `bazel-build` and `bazel-build` with no obvious build artefacts.	afandian	8.808039	9.169181	comment	3.0	13.0	1696355739	13.673976
15017539	GTK drops Autotools in favor of Meso	GTK drops Autotools in favor of Meson	tpush	9.198092	9.040774	story	3.0	11.0	1502800214	13.495549
27792004	I think I had the best experience wi	"I think I had the best experience with Meson/Ninja so far. I am also interested in using Nix for building. As for Cargo, I did not like how it recompiled all dependencies when I changed a warning flag on my project. I also found it unusable because it provided no way to check for the hash or signature of the dependencies that it downloads.I don't think that I have ever been able to successfully compile a project that uses CMake. Its code is horrifying too, for example cmake-3.21.0-rc3/Modules/CheckFunctionExists.c contains  #ifdef CHECK_FUNCTION_EXISTS
  
  #  ifdef __cplusplus
  extern ""C""
  #  endif
    char
    CHECK_FUNCTION_EXISTS(void);
  #  ifdef __CLASSIC_C__
  int main()
  {
    int ac;
    char* av[];
  #  else
  int main(int ac, char* av[])
  {
  #  endif
    CHECK_FUNCTION_EXIS"	h_anna_h	9.198197	9.038859	comment	3.0	18.0	1625905839	13.517872
35286540	Question for an insider. Bazel code 	Question for an insider. Bazel code coverage seems to be one of the roughest edges. At least when running C++ tests.Only lcov is supported, and due to the sandboxing it's impossible to get other tools working since they always spit out extra instrumentation data that's neither cached nor available on the next sandbox.Does blaze support code coverage properly? Does Google just not care about code coverage? Am I just missing some obvious thing in the documentation?	carlmr	8.809788	9.168803	comment	3.0	12.0	1679647200	13.674902
35291640	Not just that it doesn't integrate w	Not just that it doesn't integrate well with external tools. Cmake works better here.We had a googler at our company switch everything to bazel and it just slowed everyone down.There really is something about Google engineers, this sort of subtle arrogance that the Google way is superior to everything else is existence. Maybe I'm the ass hole but I wonder if anyone can relate?	HervalFreire	8.810745	9.166377	comment	3.0	15.0	1679675859	-5.331535
35291667	I used bazel for a few internal repo	"I used bazel for a few internal repositories written in Rust and it's amazing .... until you hit an issue.Edge cases in Bazel are about as documented as any random fish you might find in a crack at the bottom of the ocean. And the most hilarious thing to deal with is ""yeah this was written for a Google project, that other use case didn't apply to our project"".When eventually after the Xth issue I was told ""why don't you just fork this standard package"" (it was for typescript support inside the Rust repo) I was like ""f*** bazel"" and never touched it again.It's amazing when it works. If it doesn't you're f******."	19h	8.813052	9.157724	comment	3.0	12.0	1679675934	13.657636
15515827	It does not satisfy all of the items	It does not satisfy all of the items on the author's wish list, but I have used and enjoyed Bazel[1] as perhaps the nearest build system in existence that provides a notion of package management to C++. It does not hold prebuilt binaries to satisfy dependencies. But it does cache builds.Nor does Bazel use C++ syntax to describe the build, instead using a variant of Python called Skylark, but this feels (to me) much less onerous to pick up than the custom scripting language CMake uses.Bazel also provides a notion of visibility of dependencies that allow you in effect to control which build targets are exposed to other targets as allowed dependencies. And allows the build tool to specify a toolchain (compiler, linker, etc.) and machine architecture. This information is used when building all	duality	8.81023	9.167107	comment	3.0	12.0	1508508245	13.661174
15700996	Hi! I’m one of the engineers on this	Hi! I’m one of the engineers on this. We’ve got some work we’re collaborating on - all of which is going upstream - and we wanted a shared place to stage it while we prepare PRs. I’ll be pushing a statement to our fork tomorrow.(I’m personally working on Bazel rules and contributions to lib/Syntax. If you find that exciting, please get in touch! :)	lexlash	8.808049	9.167152	comment	3.0	28.0	1510712167	13.691062
38198282	Projects that use Mesonhttps://meson	Projects that use Mesonhttps://mesonbuild.com/Users.htmlIncludes Gimp, Gtk+, nautilus, Postgres, qemu, Wayland…	wenc	9.198269	9.040106	comment	3.0	13.0	1699483408	13.538949
38551518	It would be nice if Biff weren't dep	"It would be nice if Biff weren't dependent on various ad-hoc scripts (some in bash, others in babashka), since it means newcomers to Biff (and especially newcomers to Clojure in general) have to install a variety of tools without clear purpose.Luminus, for instance, is able to handle project creation, development, and deployment all within Leiningen (a build tool) itself. All you need to get started is to install Leiningen (a single command to install on any popular package manager) then run  lein new luminus my-app
  cd my-app
  lein run

No Windows-specific quirks w.r.t. live reload or anything else. Yes, it sucks that you have to install a build tool, but it's still a much simpler experience IMO. Unfortunately, Luminus feels less like a framework and more like a template web app with a "	koito17	8.81032	9.16066	comment	3.0	13.0	1701910200	-9.773314
33725538	The weirdest part here is that the a	The weirdest part here is that the author worked on a migration from their NIH build tool to Bazel for 2 years and never once mentions why all of that was even happening, and by the end of his employment, it was still not done.He links the pants-devel announcement and here is what it says:> Twitter has made the decision to migrate from Pants to Bazel as our primary build tool, as we believe that we have unique needs that Bazel can better addressPants was your own fucking build tool that you invented, controlled and maintained! How on earth can it not meet your unique needs.	stefan_	8.809683	9.168701	comment	3.0	10.0	1669243926	13.666323
34057363	From the announcement:> One of Bazel	From the announcement:> One of Bazel's most powerful features is its ability to use remote caching and remote execution.What's the value proposition of Bazel when build systems like cmake support this out of the box with third-party tools like distcc and ccache?	simplotek	8.810277	9.166534	comment	3.0	20.0	1671482392	13.665575
34057853	Probably because building targets wi	Probably because building targets with tools outside of the workspace is an antipattern, as it violates hermiticity principles. In fact, Bazel generally makes it quite hard to do this, so anyone who ends up in this scenario must have jumped through many hoops to get there.I agree that the linked issue is legitimate, but I'd argue that this isn't a problem Bazel itself needs to solve--you should fix your build to be fully hermetic.	lopkeny12ko	8.809302	9.168661	comment	3.0	16.0	1671484692	13.681795
34110386	For me a little disadvantage of Meso	For me a little disadvantage of Meson is that it is implemented in Python. With my interest in minimal systems and bootstrapping I would hope that it would get to be reimplemented in something easier to bootstrap or (maybe preferable) Python environment/version problems would get solved before the wider adoption. I understand, that it may not be as much a problem for others.	hawski	9.199169	9.03948	comment	3.0	16.0	1671828123	13.547293
34110927	Why do many C/C++ projects have both	Why do many C/C++ projects have both Meson and Ninja commands in their install instructions? Shouldn't only one be necessary?	hackerbrother	9.19859	9.038692	comment	3.0	10.0	1671831798	13.546491
23122942	Embracing Modularity with Meson	Embracing Modularity with Meson	ingve	9.198243	9.040037	story	3.0	33.0	1589009498	13.5649395
23302768	Meson is excellent and would have ea	Meson is excellent and would have eaten CMake out of house and home if it weren’t for the stupidity of it targeting C/C++ but being written in Python. A lot of C/C++ developers cringe at the thought of requiring Python as a build dependency.	ComputerGuru	9.198054	9.038165	comment	3.0	11.0	1590425878	13.538238
28425857	I'm surprised nobody has mentioned t	I'm surprised nobody has mentioned trying out using Google's Bazel build system with the Rust rules. Bazel provides relatively straightforward 'remote caching' of build artifacts via Google Cloud Storage or S3.https://github.com/bazelbuild/rules_rust	jgavris	8.811682	9.152611	comment	3.0	13.0	1630861924	13.650947
27971496	I'm using Meson for a project using 	I'm using Meson for a project using C++ with Gtkmm, Libmicrohttpd, catch2 and other libraries. My experience is good neglecting some minor issues. Meson is fast, well readable if written well, uses system libraries by default and allows flexible usage.On the other side I'm using Java with Maven and it is - a big burden. It's build in dependency retrieval system also isn't helping. Maybe I just don't like XML - because it is not human-readable ;)	ho_schi	9.197348	9.04145	comment	3.0	13.0	1627388045	13.548867
