id	x	y	type	relevance	size	year	umap1d	hovertext	url	author
33208121	5.608	3.718333	story	3.0	25.0	1665777326	-15.061538	The Curse of the Blue Diamond	https://secretsiam.news/p/the-true-curse-of-the-blue-diamond	backuprestore
33357656	5.625547	3.7385263	comment	3.0	12.0	1666879701	0.74082714	not sure about the relative rarity, but De Beers did/does artificially limit available stock to keep prices up. If you read really anything about them, you'll see that market manipulation was core to their business model from the start.		saxonww
37785458	5.6310706	3.721167	story	3.0	41.0	1696548032	-15.066764	Self-Healing of Fractured Diamond	https://www.nature.com/articles/s41563-023-01656-4	JumpCrisscross
14745159	5.61254	3.7224197	comment	3.0	10.5	1499788212	-15.078137	I thought there were ways to tell synthetic from natural? Surely DeBeers were particularly interested in discrediting Soviet diamonds and if they could find proof that those were indeed synthetic, they would have used it?		gambiting
12810445	5.611461	3.7107058	story	3.0	15.0	1477604090	7.1726103	New Method Could Store Massive Amounts of Data in Diamond Defects	http://www.smithsonianmag.com/smart-news/researchers-use-diamonds-store-data-180960932/?no-ist	jonbaer
15210362	5.6118813	3.711126	story	3.0	62.0	1505012928	-15.016137	The quest to make a crystal harder than diamonds	http://www.bbc.com/future/story/20160818-the-quest-to-make-a-crystal-harder-than-diamonds	elijahparker
15293913	5.679826	3.7152503	comment	3.0	10.5	1505916821	8.238323	"""It's virtually indestructible and very few materials such as diamond can scratch it.""Not really. It's a ceramic and as such will shatter if knocked against another ceramic, hardness notwithstanding. ..."		lightedman
15331550	5.6409416	3.696687	comment	3.0	11.0	1506355592	-4.065342	"To quote Alec Baldwin's character, Ellerby, from The Departed:""Marriage is an important part of getting ahead; lets people know you're not a homo. Married guy seems more stable. People see the ring, t..."		mfoy_
15490566	5.6199784	3.7245872	comment	3.0	11.5	1508245654	-15.07391	The whole jewelry diamond market is shady and should be boycotted. It is a shame that many still fall for the marketing and think diamonds are rare		rypskar
38246031	5.622227	3.7152286	comment	3.0	17.0	1699840635	-15.070895	Jewelry isn’t an investment, it’s conspicuous consumption.That said there’s really no reason to buy new unless it’s a custom made piece.		User23
38246498	5.6104574	3.71896	comment	3.0	14.0	1699845503	-15.073686	Honestly, second hand diamond and other gemstone jewelry seems like such a missed opportunity. I feel like people would go for it, with the new focus on sustainability and what-not. I wonder why that's not a thing?		Loughla
38246516	5.618314	3.7139215	comment	3.0	18.5	1699845760	-15.081323	And make sure you appraise her of it - shenanigans like buying something else and passing it off as a diamond could result in her being absolutely embarrassed in front of her friends, which should not be a position you want to put her in.		bombcar
38247607	5.6078978	3.7197754	comment	3.0	15.5	1699857521	-15.075224	"The diamond industry has a terrible problem. They promoted diamonds as ""perfection"". The most valuable diamond is supposed to be a crystal with no flaws.
Then they ran into the semiconductor materials..."		Animats
38248327	5.6512504	3.70224	comment	3.0	14.0	1699865891	0.15409775	"> ""You need to make a 10kUSD+ purchase on a totally arbitrary piece of jewelry that very well may have incited real human suffering and violence, even though I know that desire is irrational and poorl..."		TeMPOraL
38396105	5.744778	3.7122064	comment	3.0	12.0	1700765465	8.492141	Resting next to me is a titanium ring, it is extremely light, resistant to ambient temp change, and is usually cool to the touch. It cost $15 or so. It wears in a really beautiful way, aging like it's...		megraf
26835952	5.409629	4.3204846	comment	3.0	16.0	1618590604	-14.818585	"For anyone actively managing investment portfolios, a deep understanding of the Kelley criterion is very important. For example, it is common practice to use ""Half Kelly"" to size positions, but most s..."		a11r
27035840	5.6178627	3.7142518	comment	3.0	14.0	1620123425	-15.078558	"Not married, but engaged! I ended up buying a diamond on James Allen (they allow you to select earth created or lab created).They allege their mined diamonds are ""conflict free"" https://www.jamesallen..."		lewisflude
27036586	5.6157064	3.720113	comment	3.0	13.5	1620129141	-15.080861	The economics behind diamonds are better explained by an sociologist, not a geologist- the high cost and useless-ness of the gift are a feature not a bug! The burning of significant amount of wealth i...		grw_
27036875	5.6339684	3.7081583	comment	3.0	11.5	1620131623	10.620791	>The societal answer is at least two months.Might be an American thing? My parents spent about 1 month worth of my dad's salary on two wedding rings a long time ago. My dad actually wanted to buy a fa...		rndgermandude
27038425	5.6152253	3.715025	comment	3.0	22.5	1620140966	-15.082116	"Many women won't directly tell their partner ""I want you to spend a couple months' salary on a beautiful diamond"" because it's tasteless to request and it removes all the meaning behind the man doing ..."		akarma
27038480	5.6138945	3.7180924	comment	3.0	10.5	1620141327	-15.08187	I brought my now-spouse along for ring shopping, on her own theory that she'd be wearing the thing and should therefore have some input.  She was actually more opposed to mined diamonds than I was at ...		amalcon
27260256	5.6084337	3.7199507	comment	3.0	12.0	1621819312	-15.075485	> The valuable diamonds are the diamonds that can be cut to produce a flawless gem.Though note that those aren't rare either. A diamond has no resale value; jewelers already have all the diamonds they're allowed to sell.		thaumasiotes
15844683	5.6348796	3.7150462	comment	3.0	11.0	1512402290	-1.4053912	From an economic standpoint, Bitcoin is backed by generated electricity, computer hardware, and network trust. This is not dissimilar from the American Dollar, currently backed by the global energy ec...		Manglano
17183780	5.608271	3.7210732	comment	3.0	11.5	1527638289	-15.073185	This is great news for scientific research- diamonds for experimental purposes are a huge market that's impeded by their artificially high cost. From a material standpoint there's a multitude of uses ...		kregasaurusrex
17184057	5.6062474	3.7254477	comment	3.0	10.5	1527641558	-15.07355	"De Beers hasn't admitted defeat. They've pivoted strategies.""De Beers launched a new jewelry brand on Tuesday [...] The brand, called Lightbox [...] will transform the lab-grown diamond sector by offe..."		acchow
17184841	5.60867	3.717629	comment	3.0	10.5	1527651013	-15.077862	I agree wholeheartedly with this and the original article. I sold diamonds in college and really dislike the blood that goes into each and every one of them.Knowing a few of the arguments that fine je...		konceptz
17184967	5.6086726	3.7214613	comment	3.0	15.0	1527652952	-15.071493	"Never mind about jewelry and fashion. Cheap synthetic diamonds would open up a host of industrial applications. Bring on ""The Diamond Age""."		nradov
17184719	5.619874	3.7079217	comment	3.0	10.5	1527649373	-6.9128933	Mineral name wise, sapphires are a type of corundum. Usually blue, sometimes green, yellow, orange, or others, depending on various metals mixed into it. But if it’s red (via chromium) it’s a ruby ins...		wlesieutre
28320176	5.7710333	3.7020743	comment	3.0	11.5	1630009460	-15.056466	Scene of an emergency: hold still while I figure out how to improvise a ring cracker that can crack a solid tungsten ring without further injury to your finger.		jacquesm
12279095	5.6065598	3.7204013	comment	3.0	18.0	1471039244	12.415351	I read an article in the financial newspaper today about fake diamonds arriving in Antwerp from India mixed in with real ones in 'diamond melee' packages (lots of small diamonds).(in Dutch): http://ww...		Luc
12944762	5.620105	3.713198	comment	3.0	12.0	1479061752	-15.079408	"> It's a bit of a stretch to say that only diamond rings are acceptable""only"" is a pretty exclusive word, but I don't think it's a stretch saying that only diamond rings are acceptable in the general ..."		brandur
12945183	5.622862	3.7093515	comment	3.0	14.5	1479065891	-15.07888	Yeah well, societal pressures only go so far in influencing a relationship. If the other party can't respect your values, an argument over a diamond is the least of your worries.		joecool1029
12946014	5.6067758	3.7206092	comment	3.0	13.0	1479075631	-15.078849	Exactly this. The problem with every diamond critique I see is that their very first argument against diamonds is that they're expensive when that is, in fact, the entire point.Likewise, all the peopl...		morgante
12946069	5.6137524	3.7156234	comment	3.0	18.5	1479076125	-15.083452	"> diamonds being ""non-negotiable"" seems like a huge, glowing, neon warning signIt's deeply ingrained in Western culture. Think about it like eating dogs. There's no rational reason not to use dogs for..."		Ironchefpython
21316665	5.633433	3.7175913	comment	3.0	11.5	1571688317	-15.06561	All the industries are competing to be the one by which you display your worth to society. The order as I see it is: House, Car, Clothes, Phone. Jewelry goes in there somewhere.Each of these products ...		chimi
21523201	5.647031	3.7016432	comment	3.0	21.5	1573647109	-15.091731	Spending $20K on a ring is ridiculous.		jacquesm
21528356	5.631152	3.7094502	comment	3.0	14.0	1573673121	-15.077193	I don't know if it's so much about the money as it is something that she just... wanted. I'm Indian so its custom to gift the bride a lot of gold. She eschewed that happily in favor of a diamond ring ...		puranjay
17187359	5.621319	3.711704	comment	3.0	12.5	1527685787	-15.085872	Not fine with me.  If a girl wanted a diamond ring and/or and extravagant wedding I'd dump her.  Materialistic, low IQ and shallow.  Though that's what most people are, I suppose.		Antimachides
29695281	5.6072073	3.7149482	story	3.0	131.0	1640545570	-15.070155	Raytracing diamonds	https://11011110.github.io/blog/2021/12/23/raytracing-diamonds.html	pizza
30043420	5.628072	3.7174003	comment	3.0	11.0	1642909449	-15.068002	The most interesting part or me was that the diamond came from 600km below the earth's surface. Maybe this is common knowledge, not for me. It's pretty cool to think that we have access to such things. If we could dig down that far, would there be an abundance of diamonds?		version_five
30264906	5.4077106	4.321756	comment	3.0	12.5	1644355396	-14.819374	Also known as the Kelly criterion. If one possible outcome of an action is associated with a great enough loss, it doesn't make sense to perform the action no matter how unlikely the loss.		kqr
30269471	5.408022	4.321594	comment	3.0	10.5	1644386538	-14.81396	This is a common misconception. The Kelly criterion maximises growth when the wealth compounds multiplicatively. It makes no assumption about the shape of utility.In other words, it's prescriptive, no...		kqr
18485184	5.406211	4.3216352	comment	3.0	10.5	1542620869	-14.829232	The the main flaw of the kelly criterion (along with a number of other results in investment theory like Markowitz allocation) is that in practice it's extremely difficult to know the distribution of ...		soVeryTired
38789293	5.611718	3.7202659	comment	3.0	11.5	1703730467	-15.072872	"Gems isn't good also because it's mostly aesthetic. No intrinsic utility other then being rare and pretty. You won't actually ""improve"" society with gems. It's hard to distill this in technical terms ..."		corethree
22210407	5.611899	3.715888	comment	3.0	12.0	1580564022	-15.088593	"I also went with moissanite. My wife (then girlfriend) was in the ""2-3 months salary for a diamond"" camp which I find incredibly crass. Saved $15k on the diamond by going with moissanite and spent a f..."		CrazyStat
39599792	5.7579737	3.6491508	comment	3.0	11.5	1709616713	-12.807299	I don't know for certain, but the two major faults of Diamond are first, that his framework for anthropology is perpetuating beliefs that are antithetical to modern anthropology, and second, that he i...		jcranmer
16513225	5.618117	3.7209988	story	3.0	14.0	1520136798	-15.070836	Diverging Diamond Interchange comes to Washington State (2016) [video]	https://www.youtube.com/watch?v=5gLxlXamhgY	anonu
16551371	5.609748	3.720891	comment	3.0	18.5	1520600060	-15.074781	If you ever want a proof that the market can be utterly irrational, look no further than:> The arrival of lab-grown diamonds has challenged the widely-held assumption that diamond prices could only go up		vanderZwan
