id	x	y	type	relevance	size	year	umap1d	hovertext	url	author
27184267	12.063516	4.5565114	comment	3.0	12.0	1621263886	6.563413	When I was researching the Cuba cases, I stumbled upon this Wiki article: https://en.wikipedia.org/wiki/Microwave_auditory_effect. It says there is a mechanism where microwaves can cause you to hear s...		SnowProblem
27151924	12.110438	4.568134	story	3.0	17.0	1620979673	-14.43857	US officials confirm 130 incidents of mysterious Havana syndrome brain injury	https://www.theguardian.com/us-news/2021/may/13/havana-syndrome-brain-injury-130-incidents	colinscape
28569635	12.140995	4.581944	comment	3.0	14.5	1631905514	4.491588	Money is not really the root cause though, any more than tcp/ip is meaningful interpersonal communication. It's just a signal.They sold their fleets because other people (the buyers) wanted them more,...		sideshowb
29919978	12.112265	4.5688834	story	3.0	13.0	1642076550	-14.440962	U.S. Diplomats in Geneva, Paris Struck with Suspected ‘Havana Syndrome’	https://www.wsj.com/articles/u-s-diplomats-in-geneva-paris-struck-with-suspected-havana-syndrome-11642075202	m1
35596052	12.135296	5.4441285	comment	3.0	10.5	1681696832	4.647535	Is there documented scientific evidence demonstrating that pilots, surgeons, etc over 40 crash more with statistical significance? 50? 70? I’m sure there is a date when that does happen, but if you ar...		SOLAR_FIELDS
35805843	12.506509	5.1285167	comment	3.0	10.5	1683138186	-0.5616749	The water analogy is thus: everyone who dies drinks water, but lots of people drink water and don't die, therefore water is unlikely to be the cause of death.However, some estimate that over half of U...		rcme
26986531	12.11261	4.5630636	comment	4.0	15.5	1619729471	-14.431034	The Wikipedia article[0], has some interesting speculation about this. Main ideas behind the cause seems to be either some directed energy pulse or potentially a ultrasound weapon. These kind of invis...		truxten
26985091	12.106933	4.5640635	story	4.0	50.0	1619722818	-14.43235	US investigating attacks with hallmarks of ‘Havana syndrome’ near White House	https://www.cnbc.com/2021/04/29/us-investigating-peculiar-attacks-with-hallmarks-of-havana-syndrome-near-white-house.html	adventured
26990093	12.114668	4.567658	story	4.0	27.0	1619760594	-14.437246	White House investigates unexplained health incidents similar to Havana syndrome	https://www.theguardian.com/us-news/2021/apr/29/us-unexplained-health-incidents-officials-washington	erdo
27228935	12.44299	5.3453584	comment	4.0	15.0	1621554846	-11.353283	The back is a good one.How about this design where you stuff food in the same hole you breathe through?Seems so unnecessarily dangerous.		nuclearnice1
27922102	12.066781	4.557622	comment	4.0	21.5	1626976509	-14.43252	I thought it was accepted now that those were cicadas? [1] [2][1] https://www.nytimes.com/2019/01/04/science/sonic-attack-cuba...[2] https://gimletmedia.com/shows/science-vs/76hgkmv/havana-synd...		BossingAround
28222012	12.114304	4.5725374	comment	4.0	16.5	1629298957	-14.437296	"It could possibly be a modern ""Folie à deux"" or shared delusion: https://en.wikipedia.org/wiki/Folie_%C3%A0_deuxEssentially, for whatever reason, people working in the Cuban embassy started feeling il..."		BitwiseFool
28222037	12.1137295	4.5708394	comment	4.0	15.5	1629299031	-14.439869	>nausea, severe headaches, ear pain, fatigue, insomnia and sluggishnessall these symptoms are virtually indistinguishable from any meal at The Cheesecake Factory, so call me skeptical.  Its also an at...		nimbius
28468757	12.100696	4.5741487	story	4.0	35.0	1631189294	-14.395813	‘Havana syndrome ’ and the mystery of the microwaves	https://www.bbc.com/news/world-58396698	tim333
22465002	12.434726	4.555712	comment	4.0	13.0	1583161819	-4.7627225	In upstate New York he held back for over a decade any effort to mitigate legacy PCB pollution from GE’s mostly closed factories there. He funded AstroTurf organizations and downplayed research showing connections between PCB pollution and health problems.		kingkawn
16141157	12.461479	4.6092196	comment	4.0	11.0	1515874906	4.801918	So a test drill went wrong.It makes sense to have drills right now, India (tests with war against China and Pakistan), China (Telling their soldiers to be prepared to die for China), Russia(tests agai...		MollyR
29926475	12.117169	4.571203	story	4.0	18.0	1642106199	-14.445161	'Havana syndrome': US baffled after new cases in Europe	https://www.bbc.co.uk/news/world-us-canada-59986297	bencollier49
